,Temporada,time,adversário,casa/fora,Jogador,Min,Pts_C,Pts_T,3_Pts_C,3_Pts_T,2_Pts_C,2_Pts_T,LL_Pts_C,LL_Pts_T,RO,RD,RT,AS,BR,TO,FC,FR,ER,EN
10,16,Bauru,Paulistano,2,Jaú,17.57,2,6,0,0,1,3,0,0,2,5,7,0.0,0.0,0.0,3.0,2.0,3,0.0
11,16,Bauru,Paulistano,2,Ações coletivas,,,,,,,,,,0,1,1,,,,1.0,,0,
12,16,Bauru,Paulistano,2,Total,,78,193,7,32,17,36,23,25,10,30,40,12.0,6.0,1.0,25.0,24.0,14,0.0
0,16,Bauru,Pinheiros,1,Gui Deodato,22.34,9,27,1,7,3,3,0,0,2,2,4,0.0,0.0,0.0,3.0,0.0,1,2.0
1,16,Bauru,Pinheiros,1,Shilton (T),12.27,6,7,0,0,2,2,2,3,2,1,3,0.0,1.0,0.0,1.0,3.0,1,0.0
2,16,Bauru,Pinheiros,1,Stefano,00.00,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
3,16,Bauru,Pinheiros,1,Valtinho,23.43,10,20,2,4,1,3,2,2,0,4,4,3.0,1.0,0.0,4.0,3.0,0,0.0
4,16,Bauru,Pinheiros,1,Alex (T),31.58,8,29,0,3,4,10,0,0,0,6,6,3.0,2.0,0.0,3.0,2.0,4,0.0
5,16,Bauru,Pinheiros,1,Jefferson (T),39.52,17,32,1,4,5,8,4,4,3,8,11,7.0,2.0,1.0,2.0,5.0,5,0.0
6,16,Bauru,Pinheiros,1,Henrique,00.00,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
7,16,Bauru,Pinheiros,1,Michael,00.00,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
8,16,Bauru,Pinheiros,1,Gegê (T),17.11,0,9,0,3,0,0,0,0,0,1,1,0.0,2.0,0.0,2.0,0.0,0,0.0
9,16,Bauru,Pinheiros,1,Léo Meindl (T),25.26,5,23,0,3,1,5,3,4,0,4,4,2.0,0.0,0.0,3.0,4.0,3,0.0
10,16,Bauru,Pinheiros,1,Jaú,26.49,11,22,1,3,4,6,0,1,1,3,4,0.0,1.0,0.0,3.0,1.0,0,0.0
11,16,Bauru,Pinheiros,1,Ações coletivas,,,,,,,,,,5,2,7,,,,0.0,,0,
12,16,Bauru,Pinheiros,1,Total,,66,169,5,27,20,37,11,14,13,31,44,15.0,9.0,1.0,21.0,18.0,14,2.0
0,16,Pinheiros,Bauru,2,Bennett (T),38.16,6,14,0,2,3,4,0,0,2,2,4,1.0,3.0,0.0,1.0,0.0,3,0.0
1,16,Pinheiros,Bauru,2,Ruivo,02.44,3,5,1,1,0,1,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0,0.0
2,16,Pinheiros,Bauru,2,Gemerson (T),30.33,11,27,1,5,2,3,4,6,2,5,7,1.0,0.0,1.0,3.0,5.0,1,0.0
3,16,Pinheiros,Bauru,2,Mathias,00.00,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
4,16,Pinheiros,Bauru,2,Ansaloni,21.09,9,19,0,0,4,8,1,3,0,1,1,1.0,0.0,0.0,2.0,5.0,1,0.0
5,16,Pinheiros,Bauru,2,Teichmann (T),26.13,2,11,0,0,1,5,0,1,1,6,7,5.0,2.0,1.0,4.0,2.0,1,0.0
6,16,Pinheiros,Bauru,2,Renan (T),25.20,6,19,0,3,2,4,2,2,1,2,3,0.0,0.0,0.0,4.0,2.0,1,1.0
7,16,Pinheiros,Bauru,2,Neto,22.43,8,29,1,5,1,5,3,4,0,2,2,3.0,0.0,0.0,1.0,3.0,0,0.0
8,16,Pinheiros,Bauru,2,Gustavo,01.14,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0.0
9,16,Pinheiros,Bauru,2,Holloway (T),31.48,15,32,3,5,1,6,4,5,1,3,4,2.0,1.0,2.0,3.0,4.0,6,0.0
10,16,Pinheiros,Bauru,2,Sena,00.00,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
11,16,Pinheiros,Bauru,2,Arthur,00.00,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
12,16,Pinheiros,Bauru,2,Ações coletivas,,,,,,,,,,2,5,7,,,,0.0,,0,
13,16,Pinheiros,Bauru,2,Total,,60,156,6,21,14,36,14,21,9,27,36,13.0,6.0,4.0,18.0,21.0,15,1.0
0,16,Pinheiros,Bauru,1,Bennett (T),33.23,16,29,1,3,5,8,3,4,2,4,6,4.0,3.0,0.0,5.0,5.0,4,0.0
1,16,Pinheiros,Bauru,1,Ruivo,06.37,0,0,0,0,0,0,0,0,0,2,2,2.0,0.0,0.0,0.0,0.0,0,0.0
2,16,Pinheiros,Bauru,1,Gemerson (T),36.25,2,12,0,2,1,3,0,0,1,1,2,0.0,2.0,0.0,3.0,2.0,2,0.0
3,16,Pinheiros,Bauru,1,Mathias,03.38,0,4,0,0,0,1,0,2,1,0,1,0.0,0.0,0.0,0.0,1.0,1,0.0
4,16,Pinheiros,Bauru,1,Ansaloni,15.03,10,16,0,0,2,4,6,8,0,4,4,0.0,0.0,0.0,1.0,4.0,0,0.0
5,16,Pinheiros,Bauru,1,Teichmann (T),18.31,6,6,0,0,3,3,0,0,1,3,4,4.0,0.0,3.0,2.0,0.0,0,1.0
6,16,Pinheiros,Bauru,1,Renan (T),30.00,12,27,2,5,1,4,4,4,0,1,1,1.0,2.0,0.0,5.0,2.0,0,0.0
7,16,Pinheiros,Bauru,1,Neto,17.28,12,27,2,5,0,2,6,8,0,2,2,0.0,3.0,0.0,2.0,4.0,1,0.0
8,16,Pinheiros,Bauru,1,Gustavo,03.38,0,4,0,0,0,2,0,0,0,1,1,0.0,0.0,0.0,1.0,0.0,0,0.0
9,16,Pinheiros,Bauru,1,Holloway (T),32.31,12,37,1,6,2,7,5,5,1,2,3,5.0,0.0,3.0,4.0,8.0,3,0.0
10,16,Pinheiros,Bauru,1,Sena,00.00,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
11,16,Pinheiros,Bauru,1,Arthur,02.46,2,2,0,0,1,1,0,0,0,1,1,0.0,0.0,1.0,1.0,0.0,1,0.0
12,16,Pinheiros,Bauru,1,Ações coletivas,,,,,,,,,,4,1,5,,,,0.0,,0,
13,16,Pinheiros,Bauru,1,Total,,72,164,6,21,15,35,24,31,10,22,32,16.0,10.0,7.0,24.0,26.0,14,1.0
0,16,Bauru,Pinheiros,2,Gui Deodato,20.11,10,19,2,3,1,4,2,2,0,1,1,0.0,0.0,1.0,4.0,1.0,1,0.0
1,16,Bauru,Pinheiros,2,Shilton (T),36.13,11,20,0,0,5,9,1,2,1,6,7,1.0,0.0,0.0,4.0,3.0,1,1.0
2,16,Bauru,Pinheiros,2,Stefano,00.00,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
3,16,Bauru,Pinheiros,2,Valtinho,21.02,7,14,1,2,1,3,2,2,0,1,1,4.0,0.0,0.0,3.0,4.0,0,0.0
4,16,Bauru,Pinheiros,2,Alex (T),35.34,8,30,0,6,2,3,4,6,0,6,6,5.0,2.0,1.0,3.0,8.0,6,0.0
5,16,Bauru,Pinheiros,2,Jefferson (T),38.02,20,32,4,5,3,7,2,3,2,3,5,3.0,2.0,2.0,4.0,7.0,3,1.0
6,16,Bauru,Pinheiros,2,Henrique,00.00,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
7,16,Bauru,Pinheiros,2,Michael,00.00,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
8,16,Bauru,Pinheiros,2,Gegê (T),23.05,11,20,3,6,1,1,0,0,0,1,1,3.0,0.0,0.0,1.0,0.0,0,0.0
9,16,Bauru,Pinheiros,2,Léo Meindl (T),20.52,7,16,1,2,2,5,0,0,2,6,8,1.0,1.0,2.0,4.0,0.0,5,0.0
10,16,Bauru,Pinheiros,2,Jaú,05.01,2,2,0,0,1,1,0,0,0,2,2,0.0,0.0,0.0,4.0,0.0,0,0.0
11,16,Bauru,Pinheiros,2,Ações coletivas,,,,,,,,,,4,4,8,,,,0.0,,0,
12,16,Bauru,Pinheiros,2,Total,,76,153,11,24,16,33,11,15,9,30,39,17.0,5.0,6.0,27.0,23.0,17,2.0
0,16,Bauru,Pinheiros,1,Gui Deodato,14.54,6,19,0,3,3,5,0,0,1,2,3,1.0,0.0,0.0,2.0,0.0,1,0.0
1,16,Bauru,Pinheiros,1,Shilton (T),26.37,5,9,0,0,2,3,1,3,0,4,4,1.0,1.0,0.0,3.0,3.0,0,1.0
2,16,Bauru,Pinheiros,1,Stefano,00.00,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
3,16,Bauru,Pinheiros,1,Valtinho,30.02,11,17,2,3,1,2,3,4,0,1,1,4.0,1.0,0.0,3.0,2.0,1,0.0
4,16,Bauru,Pinheiros,1,Alex (T),33.01,22,40,4,8,3,5,4,6,1,7,8,5.0,4.0,1.0,4.0,6.0,5,0.0
5,16,Bauru,Pinheiros,1,Jefferson (T),32.23,31,51,6,10,5,9,3,3,2,3,5,2.0,3.0,0.0,4.0,2.0,4,0.0
6,16,Bauru,Pinheiros,1,Henrique,00.00,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
7,16,Bauru,Pinheiros,1,Michael,02.27,0,2,0,0,0,0,0,2,1,0,1,0.0,0.0,0.0,0.0,1.0,0,0.0
8,16,Bauru,Pinheiros,1,Gegê (T),11.11,0,5,0,1,0,1,0,0,1,1,2,0.0,0.0,0.0,2.0,1.0,0,0.0
9,16,Bauru,Pinheiros,1,Léo Meindl (T),37.11,17,30,3,4,3,7,2,4,1,4,5,5.0,1.0,3.0,2.0,3.0,3,0.0
10,16,Bauru,Pinheiros,1,Jaú,12.14,2,12,0,3,1,1,0,1,2,2,4,1.0,2.0,0.0,3.0,2.0,1,1.0
11,16,Bauru,Pinheiros,1,Ações coletivas,,,,,,,,,,3,4,7,,,,0.0,,0,
12,16,Bauru,Pinheiros,1,Total,,94,185,15,32,18,33,13,23,12,28,40,19.0,12.0,4.0,23.0,20.0,16,2.0
0,16,Pinheiros,Bauru,2,Bennett (T),35.42,9,26,0,1,4,11,1,1,2,4,6,3.0,1.0,1.0,3.0,4.0,3,0.0
1,16,Pinheiros,Bauru,2,Ruivo,00.00,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
2,16,Pinheiros,Bauru,2,Gemerson (T),23.21,9,22,3,6,0,1,0,2,1,1,2,0.0,0.0,0.0,2.0,1.0,1,0.0
3,16,Pinheiros,Bauru,2,Mathias,00.00,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
4,16,Pinheiros,Bauru,2,Ansaloni,15.01,10,14,0,0,4,6,2,2,1,3,4,0.0,1.0,0.0,3.0,1.0,2,0.0
5,16,Pinheiros,Bauru,2,Teichmann (T),21.33,2,2,0,0,1,1,0,0,0,4,4,2.0,1.0,0.0,2.0,0.0,0,0.0
6,16,Pinheiros,Bauru,2,Renan (T),33.50,13,25,2,6,3,3,1,1,0,2,2,0.0,0.0,1.0,4.0,2.0,0,1.0
7,16,Pinheiros,Bauru,2,Neto,19.33,9,17,1,3,2,3,2,2,0,0,0,5.0,4.0,0.0,2.0,2.0,2,0.0
8,16,Pinheiros,Bauru,2,Gustavo,12.13,2,11,0,3,1,1,0,0,0,1,1,0.0,0.0,0.0,1.0,0.0,1,0.0
