,Temporada,time,adversário,casa/fora,Jogador,Min,Pts_C,Pts_T,3_Pts_C,3_Pts_T,2_Pts_C,2_Pts_T,LL_Pts_C,LL_Pts_T,RO,RD,RT,AS,BR,TO,FC,FR,ER,EN
11,15,Flamengo,Bauru,2,Mingau,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0,0
12,15,Flamengo,Bauru,2,Equipe,0.0,81,169,9,23,22,43,10,14,24,7,31,14,13,3,23.0,16.0,11,0
0,15,Flamengo,Bauru,1,Ramon,31.3,21,34,3,6,4,6,4,4,2,1,3,4,1,0,3.0,3.0,3,0
1,15,Flamengo,Bauru,1,Marquinhos,31.5,19,34,3,6,4,6,2,4,5,0,5,0,1,2,3.0,3.0,2,0
2,15,Flamengo,Bauru,1,Rafa Luz,29.7,17,30,2,4,3,5,5,8,5,1,6,6,1,1,2.0,6.0,0,0
3,15,Flamengo,Bauru,1,JP Batista,18.1,12,22,0,0,4,8,4,6,4,1,5,3,0,0,2.0,3.0,0,0
4,15,Flamengo,Bauru,1,Meyinsse,13.9,9,12,0,0,4,5,1,2,2,1,3,1,1,0,3.0,2.0,1,1
5,15,Flamengo,Bauru,1,Olivinha,29.9,4,13,0,3,2,2,0,0,5,1,6,1,1,0,3.0,1.0,1,0
6,15,Flamengo,Bauru,1,Mineiro,16.0,4,8,0,0,1,3,2,2,1,0,1,0,1,1,2.0,2.0,0,0
7,15,Flamengo,Bauru,1,Marcelinho,17.1,3,17,1,5,0,1,0,0,1,0,1,3,0,1,4.0,0.0,1,0
8,15,Flamengo,Bauru,1,Gegê,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0
9,15,Flamengo,Bauru,1,Danielzinho,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0
10,15,Flamengo,Bauru,1,Robinson,12.4,0,5,0,1,0,1,0,0,0,1,1,0,1,0,2.0,0.0,0,0
11,15,Flamengo,Bauru,1,Mingau,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0
12,15,Flamengo,Bauru,1,Equipe,0.0,89,175,9,25,22,37,18,26,26,6,32,18,9,5,24.0,20.0,8,1
0,15,Bauru,Flamengo,2,Hettsheimeir,35.6,20,33,1,4,6,7,5,7,9,1,10,0,1,0,0.0,6.0,0,1
1,15,Bauru,Flamengo,2,Alex,22.3,19,31,1,4,6,6,4,7,2,0,2,4,0,0,5.0,6.0,3,0
2,15,Bauru,Flamengo,2,Robert Day,38.9,15,33,3,9,2,2,2,2,2,0,2,3,1,0,3.0,5.0,1,0
3,15,Bauru,Flamengo,2,Léo Meindl,25.7,11,19,0,1,5,7,1,2,2,4,6,0,1,0,2.0,3.0,1,1
4,15,Bauru,Flamengo,2,Murilo,13.0,10,15,0,1,4,5,2,2,2,1,3,1,0,0,1.0,1.0,1,1
5,15,Bauru,Flamengo,2,Jefferson,31.2,9,24,1,4,2,5,2,2,10,2,12,2,0,1,4.0,2.0,1,0
6,15,Bauru,Flamengo,2,L. Eltink,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0
7,15,Bauru,Flamengo,2,Stefano,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0
8,15,Bauru,Flamengo,2,Wesley,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0
9,15,Bauru,Flamengo,2,Gui Santos,3.0,0,3,0,1,0,0,0,0,0,0,0,1,0,0,2.0,0.0,0,0
10,15,Bauru,Flamengo,2,Labbate,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0
11,15,Bauru,Flamengo,2,Paulinho,29.3,0,24,0,6,0,3,0,0,0,1,1,5,0,0,3.0,1.0,4,0
12,15,Bauru,Flamengo,2,Equipe,0.0,84,182,6,30,25,35,16,22,28,10,38,16,4,1,20.0,24.0,11,3
0,15,Flamengo,Bauru,1,Marquinhos,26.6,26,54,2,7,2,7,16,19,2,1,3,2,1,0,2.0,11.0,3,0
1,15,Flamengo,Bauru,1,Meyinsse,22.7,11,17,0,0,5,8,1,1,1,2,3,1,1,1,4.0,3.0,0,0
2,15,Flamengo,Bauru,1,Marcelinho,29.2,10,30,2,6,1,4,2,4,3,0,3,2,3,0,4.0,4.0,0,0
3,15,Flamengo,Bauru,1,Olivinha,24.3,8,25,0,3,2,6,4,4,5,5,10,0,1,0,3.0,2.0,3,0
4,15,Flamengo,Bauru,1,Rafa Luz,22.0,7,14,1,2,2,4,0,0,2,1,3,2,2,1,4.0,0.0,0,1
5,15,Flamengo,Bauru,1,Ramon,25.3,6,17,1,4,0,1,3,3,0,0,0,1,1,0,5.0,2.0,1,0
6,15,Flamengo,Bauru,1,JP Batista,13.6,6,12,0,0,3,6,0,0,2,2,4,0,0,0,2.0,0.0,1,0
7,15,Flamengo,Bauru,1,Mineiro,19.4,2,21,0,1,1,8,0,2,0,2,2,1,1,1,1.0,1.0,0,0
8,15,Flamengo,Bauru,1,Gegê,6.3,2,7,0,1,1,1,0,2,0,0,0,0,1,0,2.0,1.0,0,0
9,15,Flamengo,Bauru,1,Robinson,10.7,2,12,0,2,1,3,0,0,4,1,5,0,0,0,2.0,0.0,0,0
10,15,Flamengo,Bauru,1,Mingau,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0
11,15,Flamengo,Bauru,1,Danielzinho,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0
12,15,Flamengo,Bauru,1,Equipe,0.0,80,209,6,26,18,48,26,35,23,18,41,9,13,3,29.0,24.0,8,1
0,15,Bauru,Flamengo,2,Paulinho,35.2,17,32,2,5,4,6,3,5,5,1,6,7,0,0,1.0,5.0,3,0
1,15,Bauru,Flamengo,2,Léo Meindl,17.5,13,17,0,0,4,5,5,7,2,1,3,1,0,0,5.0,6.0,2,1
2,15,Bauru,Flamengo,2,Alex,30.9,13,31,1,5,2,4,6,8,3,1,4,0,2,1,5.0,3.0,4,0
3,15,Bauru,Flamengo,2,Hettsheimeir,30.6,12,29,0,3,3,6,6,8,9,0,9,3,1,1,1.0,6.0,4,0
4,15,Bauru,Flamengo,2,Murilo,18.5,11,13,1,1,4,5,0,0,4,1,5,2,1,0,4.0,1.0,2,0
5,15,Bauru,Flamengo,2,Jefferson,33.1,10,28,2,6,1,3,2,4,9,2,11,1,0,0,3.0,3.0,2,0
6,15,Bauru,Flamengo,2,Robert Day,29.6,5,14,0,2,2,3,1,2,2,0,2,2,1,0,5.0,1.0,0,0
7,15,Bauru,Flamengo,2,Gui Santos,4.6,4,8,1,2,0,0,1,2,0,0,0,0,0,0,1.0,1.0,0,0
8,15,Bauru,Flamengo,2,Wesley,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0
9,15,Bauru,Flamengo,2,Labbate,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0
10,15,Bauru,Flamengo,2,L. Eltink,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0
11,15,Bauru,Flamengo,2,Stefano,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0
12,15,Bauru,Flamengo,2,Equipe,0.0,85,172,7,24,20,32,24,36,36,8,44,16,5,2,25.0,26.0,17,1
0,15,Bauru,Flamengo,1,Hettsheimeir,24.9,25,40,1,4,7,9,8,10,5,2,7,1,0,0,3.0,8.0,4,0
1,15,Bauru,Flamengo,1,Jefferson,28.2,24,50,4,10,5,8,2,4,3,1,4,2,0,1,3.0,3.0,0,0
2,15,Bauru,Flamengo,1,Alex,27.3,10,35,2,7,1,5,2,4,2,1,3,3,1,0,4.0,6.0,2,0
3,15,Bauru,Flamengo,1,Robert Day,30.3,8,16,2,4,1,2,0,0,2,1,3,0,2,0,4.0,1.0,0,0
4,15,Bauru,Flamengo,1,Paulinho,24.6,4,14,0,2,2,4,0,0,2,0,2,6,1,0,4.0,0.0,2,0
5,15,Bauru,Flamengo,1,Murilo,8.3,4,7,0,0,1,2,2,3,0,2,2,0,0,0,2.0,3.0,1,0
6,15,Bauru,Flamengo,1,Léo Meindl,19.3,2,14,0,2,0,2,2,4,3,0,3,4,2,1,1.0,2.0,0,0
7,15,Bauru,Flamengo,1,Labbate,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0
8,15,Bauru,Flamengo,1,L. Eltink,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0
9,15,Bauru,Flamengo,1,Stefano,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0
10,15,Bauru,Flamengo,1,Wesley,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0,0
11,15,Bauru,Flamengo,1,Gui Santos,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0
12,15,Bauru,Flamengo,1,Equipe,0.0,77,176,9,29,17,32,16,25,21,9,30,16,9,2,22.0,23.0,9,0
0,15,Flamengo,Bauru,2,Olivinha,30.0,16,23,1,2,5,7,3,3,5,1,6,0,1,0,2.0,5.0,2,0
1,15,Flamengo,Bauru,2,Ramon,33.5,15,23,2,4,3,4,3,3,4,0,4,2,0,0,2.0,6.0,3,0
2,15,Flamengo,Bauru,2,JP Batista,18.7,13,17,0,0,6,8,1,1,3,1,4,1,1,0,2.0,1.0,2,0
3,15,Flamengo,Bauru,2,Marcelinho,23.2,11,28,2,7,0,1,5,5,3,1,4,4,0,0,3.0,2.0,2,0
4,15,Flamengo,Bauru,2,Marquinhos,26.4,9,19,1,3,1,3,4,4,3,0,3,4,1,1,3.0,3.0,4,0
5,15,Flamengo,Bauru,2,Rafa Luz,13.7,9,20,0,1,3,6,3,5,5,0,5,1,0,0,4.0,3.0,1,0
6,15,Flamengo,Bauru,2,Mineiro,13.5,8,19,0,1,4,7,0,2,1,2,3,3,0,1,4.0,1.0,0,0
7,15,Flamengo,Bauru,2,Meyinsse,13.8,2,8,0,0,1,4,0,0,1,1,2,0,0,0,2.0,0.0,0,0
8,15,Flamengo,Bauru,2,Mingau,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0
9,15,Flamengo,Bauru,2,Gegê,8.7,0,6,0,2,0,0,0,0,1,0,1,0,1,0,1.0,0.0,0,0
10,15,Flamengo,Bauru,2,Danielzinho,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0
11,15,Flamengo,Bauru,2,Robinson,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0
12,15,Flamengo,Bauru,2,Equipe,0.0,83,163,6,20,23,40,19,23,29,11,40,15,7,2,23.0,21.0,14,0
0,15,Flamengo,Mogi,1,Olivinha,26.6,22,32,2,3,8,11,0,1,4,4,8,0,0,0,2.0,2.0,2,0
1,15,Flamengo,Mogi,1,Marquinhos,30.7,16,33,2,5,5,9,0,0,3,3,6,5,3,0,3.0,3.0,0,1
2,15,Flamengo,Mogi,1,Meyinsse,20.7,12,16,0,0,6,8,0,0,1,2,3,1,0,1,4.0,3.0,1,0
3,15,Flamengo,Mogi,1,Marcelinho,15.1,11,15,2,3,2,2,1,2,1,0,1,0,1,0,1.0,2.0,2,0
4,15,Flamengo,Mogi,1,JP Batista,17.4,8,10,0,0,3,4,2,2,1,1,2,2,0,1,0.0,3.0,3,0
5,15,Flamengo,Mogi,1,Ramon,30.7,4,11,0,1,2,4,0,0,3,0,3,4,1,2,4.0,1.0,0,0
6,15,Flamengo,Mogi,1,Rafa Luz,23.8,3,14,1,4,0,1,0,0,3,0,3,5,1,0,2.0,2.0,1,0
7,15,Flamengo,Mogi,1,Robinson,11.8,3,17,1,5,0,1,0,0,1,0,1,0,0,0,3.0,1.0,1,0
8,15,Flamengo,Mogi,1,Mineiro,16.2,0,5,0,1,0,1,0,0,4,3,7,1,0,1,0.0,0.0,2,0
9,15,Flamengo,Mogi,1,Mingau,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0
10,15,Flamengo,Mogi,1,Gegê,7.0,0,6,0,2,0,0,0,0,0,0,0,2,0,0,1.0,0.0,0,0
11,15,Flamengo,Mogi,1,Danielzinho,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0
12,15,Flamengo,Mogi,1,Equipe,0.0,79,159,8,24,26,41,3,5,23,14,37,20,7,5,20.0,17.0,12,1
0,15,Mogi,Flamengo,2,Shamell,35.0,21,30,1,4,6,6,6,6,4,0,4,2,0,0,1.0,5.0,5,0
1,15,Mogi,Flamengo,2,Lucas,21.8,14,28,3,5,2,5,1,3,1,2,3,1,0,0,3.0,2.0,0,0
2,15,Mogi,Flamengo,2,Larry,38.4,10,26,2,4,2,7,0,0,2,1,3,2,2,0,2.0,4.0,1,0
3,15,Mogi,Flamengo,2,Tyrone,35.6,8,24,2,4,1,6,0,0,2,1,3,1,0,1,4.0,1.0,0,0
4,15,Mogi,Flamengo,2,Jimmy,15.5,8,16,0,0,2,5,4,6,2,1,3,2,0,0,3.0,4.0,2,0
5,15,Mogi,Flamengo,2,Vithinho,11.5,7,10,1,2,2,2,0,0,0,0,0,1,1,0,0.0,0.0,0,0
6,15,Mogi,Flamengo,2,Wagner,10.6,5,5,0,0,2,2,1,1,0,0,0,1,0,0,3.0,2.0,2,0
7,15,Mogi,Flamengo,2,Filipin,19.6,2,11,0,3,0,0,2,2,2,2,4,1,0,0,1.0,2.0,0,0
8,15,Mogi,Flamengo,2,Gerson,4.4,0,4,0,0,0,2,0,0,0,1,1,1,0,0,0.0,0.0,1,0
9,15,Mogi,Flamengo,2,Prestes,7.7,0,4,0,0,0,2,0,0,3,0,3,0,0,0,1.0,0.0,1,0
10,15,Mogi,Flamengo,2,Lessa,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0
11,15,Mogi,Flamengo,2,Equipe,0.0,75,158,9,22,17,37,14,18,18,11,29,12,10,1,18.0,20.0,12,0
0,15,Mogi,Flamengo,1,Shamell,36.8,28,62,1,6,5,14,15,16,4,0,4,3,2,0,4.0,10.0,2,0
1,15,Mogi,Flamengo,1,Larry,34.3,23,48,0,4,10,15,3,6,2,3,5,2,0,0,4.0,7.0,1,0
2,15,Mogi,Flamengo,1,Tyrone,40.0,17,33,2,4,3,7,5,7,3,3,6,1,2,0,4.0,5.0,1,0
3,15,Mogi,Flamengo,1,Jimmy,16.8,6,12,0,1,2,3,2,3,1,0,1,0,0,0,0.0,2.0,0,0
4,15,Mogi,Flamengo,1,Lucas,30.0,4,12,0,2,2,3,0,0,5,1,6,1,0,3,2.0,0.0,0,0
5,15,Mogi,Flamengo,1,Filipin,11.3,4,11,0,1,2,4,0,0,1,1,2,1,0,0,3.0,2.0,0,0
6,15,Mogi,Flamengo,1,Gerson,6.9,4,4,0,0,2,2,0,0,0,0,0,0,0,0,2.0,0.0,0,1
7,15,Mogi,Flamengo,1,Vithinho,9.1,3,6,1,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1,0
8,15,Mogi,Flamengo,1,Prestes,11.6,2,8,0,0,1,4,0,0,2,3,5,1,0,0,1.0,1.0,0,0
9,15,Mogi,Flamengo,1,Wagner,3.4,0,0,0,0,0,0,0,0,1,0,1,0,1,0,4.0,0.0,0,0
10,15,Mogi,Flamengo,1,Lessa,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0
11,15,Mogi,Flamengo,1,Equipe,0.0,91,196,4,20,27,52,25,32,22,14,36,9,5,3,26.0,27.0,5,1
0,15,Flamengo,Mogi,2,Ramon,33.1,27,35,7,7,1,5,4,4,2,2,4,3,0,0,4.0,4.0,0,0
1,15,Flamengo,Mogi,2,Marquinhos,31.1,15,28,0,3,1,3,13,13,3,1,4,6,1,1,4.0,6.0,1,0
2,15,Flamengo,Mogi,2,Marcelinho,20.9,14,23,4,6,0,1,2,3,5,0,5,3,1,0,4.0,3.0,0,0
3,15,Flamengo,Mogi,2,Olivinha,33.8,14,29,0,3,6,9,2,2,8,3,11,3,0,0,1.0,4.0,3,0
4,15,Flamengo,Mogi,2,Mineiro,21.0,8,14,0,1,4,5,0,1,2,0,2,1,1,0,3.0,1.0,0,0
5,15,Flamengo,Mogi,2,Rafa Luz,21.1,7,21,0,3,3,5,1,2,0,0,0,7,0,1,2.0,2.0,1,0
6,15,Flamengo,Mogi,2,Meyinsse,10.1,5,6,0,0,2,2,1,2,2,0,2,1,0,0,4.0,1.0,1,0
7,15,Flamengo,Mogi,2,JP Batista,13.9,3,8,0,0,0,2,3,4,3,0,3,1,0,0,4.0,2.0,4,0
8,15,Flamengo,Mogi,2,Mingau,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0
9,15,Flamengo,Mogi,2,Gegê,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0
10,15,Flamengo,Mogi,2,Danielzinho,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0
11,15,Flamengo,Mogi,2,Robinson,15.1,0,6,0,2,0,0,0,0,1,0,1,0,0,0,2.0,0.0,2,0
12,15,Flamengo,Mogi,2,Equipe,0.0,93,170,11,25,17,32,26,31,28,6,34,25,4,2,29.0,23.0,12,0
0,15,Bauru,Brasília,1,Paulinho,31.9,22,34,2,4,7,10,2,2,2,1,3,2,0,0,5.0,3.0,1,0
1,15,Bauru,Brasília,1,Hettsheimeir,34.4,18,35,2,5,4,8,4,4,7,1,8,3,2,0,2.0,6.0,2,1
2,15,Bauru,Brasília,1,Robert Day,28.4,17,25,3,5,4,5,0,0,5,2,7,2,2,0,4.0,0.0,2,0
3,15,Bauru,Brasília,1,Jefferson,33.2,10,31,2,7,2,5,0,0,5,0,5,4,0,0,2.0,3.0,1,0
4,15,Bauru,Brasília,1,Léo Meindl,22.7,8,17,0,0,1,4,6,9,3,3,6,5,0,1,3.0,4.0,1,0
5,15,Bauru,Brasília,1,Alex,33.9,8,31,1,6,0,3,5,7,6,0,6,4,1,0,2.0,6.0,3,0
6,15,Bauru,Brasília,1,Wesley,7.9,2,4,0,0,1,2,0,0,0,1,1,0,0,0,0.0,0.0,0,1
7,15,Bauru,Brasília,1,Murilo,4.3,0,2,0,0,0,1,0,0,1,1,2,0,1,0,2.0,0.0,2,0
8,15,Bauru,Brasília,1,Gui Santos,3.1,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0.0,0.0,0,0
9,15,Bauru,Brasília,1,Labbate,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0
10,15,Bauru,Brasília,1,L. Eltink,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0,0
11,15,Bauru,Brasília,1,Stefano,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0
12,15,Bauru,Brasília,1,Equipe,0.0,85,181,10,27,19,39,17,22,32,9,41,20,10,1,22.0,22.0,12,2
0,15,Brasília,Bauru,2,Ronald,33.3,19,29,0,0,9,12,1,5,11,3,14,0,2,1,3.0,7.0,2,0
1,15,Brasília,Bauru,2,Giovannoni,30.2,18,32,2,4,5,9,2,2,5,0,5,1,1,0,2.0,2.0,1,0
2,15,Brasília,Bauru,2,Deryk,26.6,9,33,1,7,3,6,0,0,3,0,3,4,1,0,3.0,0.0,3,0
3,15,Brasília,Bauru,2,Fúlvio,33.7,8,22,2,4,0,4,2,2,1,0,1,13,1,0,3.0,4.0,2,0
4,15,Brasília,Bauru,2,Pilar,21.2,7,15,0,2,3,4,1,1,3,0,3,0,0,0,3.0,1.0,2,0
5,15,Brasília,Bauru,2,Diego,15.0,6,8,0,0,2,3,2,2,0,0,0,2,0,0,2.0,2.0,0,0
6,15,Brasília,Bauru,2,Arthur,14.9,6,12,0,2,2,2,2,2,2,0,2,0,0,0,4.0,3.0,0,0
7,15,Brasília,Bauru,2,Jefferson,9.6,2,9,0,1,1,3,0,0,1,0,1,0,0,0,1.0,1.0,0,0
8,15,Brasília,Bauru,2,Cipolini,9.8,2,5,0,1,1,1,0,0,1,0,1,0,0,0,0.0,0.0,0,1
9,15,Brasília,Bauru,2,Coimbra,5.8,2,4,0,0,1,2,0,0,0,0,0,0,1,0,1.0,1.0,1,0
10,15,Brasília,Bauru,2,Paulo,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0
11,15,Brasília,Bauru,2,Pureza,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0
12,15,Brasília,Bauru,2,Equipe,0.0,79,169,5,21,27,46,10,14,29,4,33,20,7,1,23.0,21.0,11,1
