,Temporada,time,adversário,casa/fora,Jogador,Min,Pts_C,Pts_T,3_Pts_C,3_Pts_T,2_Pts_C,2_Pts_T,LL_Pts_C,LL_Pts_T,RO,RD,RT,AS,BR,TO,FC,FR,ER,EN
3,13,Sesi Franca,Paulistano,2,Jhonatan,26.5,14,22,2,4,4,5,0,0,1,1,2,3,2,0,3.0,2.0,7,1
4,13,Sesi Franca,Paulistano,2,Basden,17.3,8,12,2,2,1,3,0,0,5,0,5,1,0,1,2.0,1.0,0,0
5,13,Sesi Franca,Paulistano,2,J. Socas,16.2,3,11,1,1,0,3,0,2,2,0,2,1,1,0,0.0,2.0,2,0
6,13,Sesi Franca,Paulistano,2,Figueroa,30.2,2,7,0,1,1,2,0,0,2,0,2,4,2,0,2.0,1.0,1,0
7,13,Sesi Franca,Paulistano,2,Feliciano,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0
8,13,Sesi Franca,Paulistano,2,Antonio,7.9,0,5,0,1,0,1,0,0,2,0,2,1,0,0,1.0,0.0,0,0
9,13,Sesi Franca,Paulistano,2,Maique,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0
10,13,Sesi Franca,Paulistano,2,Cauê,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2,0
11,13,Sesi Franca,Paulistano,2,André M.,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0
12,13,Sesi Franca,Paulistano,2,Equipe,0.0,87,159,12,21,23,44,5,8,31,10,41,17,10,6,15.0,14.0,22,2
0,13,Flamengo,Bauru,1,Marcelinho,35.3,31,48,7,12,3,4,4,4,8,1,9,2,0,0,3.0,5.0,4,0
1,13,Flamengo,Bauru,1,Marquinhos,32.1,12,26,2,4,3,7,0,0,1,1,2,4,1,0,2.0,0.0,2,3
2,13,Flamengo,Bauru,1,Laprovittola,25.9,11,23,1,4,1,2,6,7,2,3,5,4,0,0,3.0,4.0,3,0
3,13,Flamengo,Bauru,1,Washam,16.3,10,19,0,0,5,9,0,1,2,1,3,2,2,0,2.0,1.0,3,0
4,13,Flamengo,Bauru,1,Meyinsse,14.7,7,14,0,0,3,6,1,2,3,0,3,1,0,0,3.0,2.0,1,0
5,13,Flamengo,Bauru,1,Shilton,25.2,6,9,0,0,3,4,0,1,4,2,6,1,1,0,3.0,2.0,3,1
6,13,Flamengo,Bauru,1,Gegê,22.0,5,14,1,4,1,1,0,0,2,0,2,3,1,0,2.0,2.0,1,0
7,13,Flamengo,Bauru,1,Olivinha,23.9,4,15,0,3,1,1,2,4,2,4,6,0,0,1,2.0,4.0,1,0
8,13,Flamengo,Bauru,1,Chupeta,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0
9,13,Flamengo,Bauru,1,Felicio,4.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1.0,0.0,0,0
10,13,Flamengo,Bauru,1,Diego,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0
11,13,Flamengo,Bauru,1,Danielzinho,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0
12,13,Flamengo,Bauru,1,Equipe,0.0,86,168,11,27,20,34,13,19,25,14,39,17,8,1,21.0,20.0,18,4
0,13,Bauru,Flamengo,2,Murilo,24.4,14,20,0,0,3,6,8,8,6,1,7,0,3,0,2.0,7.0,0,0
1,13,Bauru,Flamengo,2,Fischer,31.1,13,31,1,4,3,7,4,5,2,2,4,2,1,0,3.0,2.0,2,0
2,13,Bauru,Flamengo,2,Ayarza,16.8,12,23,1,2,4,7,1,3,2,1,3,0,2,0,1.0,4.0,4,0
3,13,Bauru,Flamengo,2,F. Fischer,23.3,6,16,2,4,0,2,0,0,0,1,1,1,1,0,3.0,0.0,0,0
4,13,Bauru,Flamengo,2,Mathias,7.8,5,10,0,0,2,4,1,2,3,2,5,0,1,0,1.0,2.0,0,1
5,13,Bauru,Flamengo,2,Andrezão,10.1,4,13,1,3,0,1,1,2,0,1,1,1,0,0,1.0,1.0,0,0
6,13,Bauru,Flamengo,2,Larry,25.0,4,16,0,2,2,5,0,0,1,1,2,1,1,0,1.0,2.0,1,0
7,13,Bauru,Flamengo,2,Deodato,13.0,4,4,0,0,1,1,2,2,1,1,2,0,0,0,4.0,1.0,1,0
8,13,Bauru,Flamengo,2,Tischer,16.1,4,10,0,0,2,5,0,0,0,0,0,0,1,0,2.0,1.0,1,0
9,13,Bauru,Flamengo,2,Barrios,24.7,3,9,1,3,0,0,0,0,1,0,1,0,0,0,3.0,0.0,1,0
10,13,Bauru,Flamengo,2,Vezaro,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0
11,13,Bauru,Flamengo,2,Lucas,7.8,0,3,0,1,0,0,0,0,0,0,0,0,2,0,0.0,1.0,0,0
12,13,Bauru,Flamengo,2,Equipe,0.0,69,155,6,19,17,38,17,22,16,10,26,5,15,0,21.0,21.0,10,1
0,13,Brasília,São José,1,Alex,38.5,31,42,3,5,8,10,6,7,7,0,7,4,2,2,4.0,5.0,2,1
1,13,Brasília,São José,1,Goree,31.0,13,41,0,6,6,11,1,1,3,2,5,0,0,0,1.0,1.0,0,1
2,13,Brasília,São José,1,Arthur,36.8,11,24,3,5,0,2,2,5,4,0,4,1,3,0,5.0,3.0,1,0
3,13,Brasília,São José,1,Nezinho,38.2,8,45,2,9,0,8,2,2,3,0,3,8,2,0,4.0,8.0,0,0
4,13,Brasília,São José,1,Giovannoni,11.8,8,14,1,2,2,3,1,2,3,1,4,0,0,0,0.0,3.0,0,0
5,13,Brasília,São José,1,Alírio,12.4,5,14,1,4,1,1,0,0,1,1,2,0,0,0,5.0,1.0,1,0
6,13,Brasília,São José,1,Ronald,11.5,4,6,0,0,1,2,2,2,2,0,2,0,0,1,4.0,1.0,1,0
7,13,Brasília,São José,1,Osimani,16.0,2,10,0,2,0,1,2,2,0,0,0,0,2,0,4.0,1.0,0,0
8,13,Brasília,São José,1,Isaac,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1,0
9,13,Brasília,São José,1,Rossi,3.4,0,3,0,1,0,0,0,0,1,0,1,0,0,0,1.0,0.0,2,0
10,13,Brasília,São José,1,Maxwell,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0
11,13,Brasília,São José,1,Abner,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0
12,13,Brasília,São José,1,Equipe,0.0,82,199,10,34,18,38,16,21,25,5,30,13,10,3,28.0,23.0,8,2
0,13,São José,Brasília,2,Quezada,35.6,50,73,6,10,8,12,16,19,7,1,8,5,0,2,3.0,11.0,5,0
1,13,São José,Brasília,2,Laws,34.9,12,23,1,3,4,6,1,2,6,1,7,0,1,0,4.0,3.0,2,0
2,13,São José,Brasília,2,C. Torres,30.1,9,16,0,0,3,6,3,4,9,3,12,0,0,0,3.0,6.0,1,0
3,13,São José,Brasília,2,Jefferson,34.6,8,21,1,3,0,3,5,6,13,2,15,0,0,1,3.0,4.0,4,0
4,13,São José,Brasília,2,Alex,36.0,7,29,0,6,1,3,5,5,3,2,5,2,0,0,4.0,4.0,1,0
5,13,São José,Brasília,2,Gustavo,14.1,5,12,1,2,1,3,0,0,1,0,1,0,0,0,4.0,0.0,1,0
6,13,São José,Brasília,2,Nelson,9.9,4,8,0,0,2,4,0,0,1,1,2,0,0,0,1.0,0.0,0,0
7,13,São José,Brasília,2,Gabriel,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0
8,13,São José,Brasília,2,M. Pajé,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,1,0
9,13,São José,Brasília,2,Jerônimo,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0
10,13,São José,Brasília,2,Victinho,2.2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0,0
11,13,São José,Brasília,2,Equipe,0.0,95,184,9,24,19,38,30,36,41,12,53,7,3,3,24.0,28.0,15,0
0,13,Paulistano,Sesi Franca,1,Holloway,33.8,23,40,2,5,4,7,9,11,3,2,5,3,1,0,3.0,10.0,0,0
1,13,Paulistano,Sesi Franca,1,César,24.2,15,26,3,6,0,1,6,6,4,1,5,0,1,0,2.0,3.0,1,0
2,13,Paulistano,Sesi Franca,1,Mineiro,19.5,14,19,0,0,6,8,2,3,2,0,2,0,0,0,4.0,2.0,1,0
3,13,Paulistano,Sesi Franca,1,André,25.2,12,29,2,7,2,3,2,2,3,1,4,8,0,0,0.0,1.0,3,0
4,13,Paulistano,Sesi Franca,1,Renato,18.1,6,12,0,2,3,3,0,0,4,2,6,1,3,0,5.0,0.0,1,3
5,13,Paulistano,Sesi Franca,1,Dawkins,18.9,5,29,1,5,0,6,2,2,3,1,4,4,0,0,3.0,1.0,1,0
6,13,Paulistano,Sesi Franca,1,Pilar,33.1,3,15,0,0,1,7,1,1,4,2,6,0,1,0,3.0,2.0,4,0
7,13,Paulistano,Sesi Franca,1,Gemerson,3.4,2,5,0,1,1,1,0,0,0,0,0,0,0,0,1.0,0.0,0,0
8,13,Paulistano,Sesi Franca,1,Pedro,13.1,2,10,0,0,1,5,0,0,1,1,2,0,0,0,0.0,2.0,1,0
9,13,Paulistano,Sesi Franca,1,Labbate,10.7,0,2,0,0,0,1,0,0,2,0,2,2,0,0,3.0,0.0,0,0
10,13,Paulistano,Sesi Franca,1,Pecos,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0
11,13,Paulistano,Sesi Franca,1,Arthur,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0,0
12,13,Paulistano,Sesi Franca,1,Equipe,0.0,82,187,8,26,18,42,22,25,27,15,42,18,7,0,25.0,21.0,12,3
0,13,Sesi Franca,Paulistano,2,Prestes,31.1,18,24,0,0,6,7,6,10,7,3,10,0,0,1,4.0,9.0,1,0
1,13,Sesi Franca,Paulistano,2,Antonio,12.7,11,17,3,5,1,1,0,0,0,0,0,0,0,1,4.0,1.0,0,0
2,13,Sesi Franca,Paulistano,2,Cauê,18.0,9,12,0,0,3,4,3,4,1,0,1,2,1,0,1.0,3.0,1,0
3,13,Sesi Franca,Paulistano,2,Léo Meindl,28.0,9,21,1,5,3,3,0,0,4,0,4,1,1,0,4.0,2.0,0,0
4,13,Sesi Franca,Paulistano,2,Jhonatan,22.6,9,22,0,2,2,5,5,6,5,0,5,2,1,1,5.0,3.0,2,0
5,13,Sesi Franca,Paulistano,2,Lucas,28.3,7,24,1,6,2,3,0,0,0,1,1,0,0,0,4.0,1.0,2,0
6,13,Sesi Franca,Paulistano,2,Figueroa,10.3,4,6,0,0,2,3,0,0,2,0,2,0,1,0,0.0,1.0,2,0
7,13,Sesi Franca,Paulistano,2,J. Socas,29.7,4,21,0,1,1,8,2,2,2,1,3,2,2,3,1.0,2.0,1,0
8,13,Sesi Franca,Paulistano,2,Basden,19.4,1,8,0,2,0,0,1,2,2,0,2,1,0,0,1.0,2.0,1,0
9,13,Sesi Franca,Paulistano,2,Maique,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0
10,13,Sesi Franca,Paulistano,2,André M.,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0
11,13,Sesi Franca,Paulistano,2,Feliciano,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0
12,13,Sesi Franca,Paulistano,2,Equipe,0.0,72,155,5,21,20,34,17,24,25,6,31,8,8,6,24.0,24.0,10,0
0,13,Limeira,Mogi,1,David Jackson,32.1,23,29,2,2,4,7,9,9,5,1,6,1,1,1,1.0,8.0,1,0
1,13,Limeira,Mogi,1,Renato Lamas,22.4,16,23,4,6,1,1,2,3,3,0,3,1,1,0,5.0,3.0,2,0
2,13,Limeira,Mogi,1,Hélio,28.5,14,20,2,4,3,3,2,2,1,0,1,5,1,0,4.0,3.0,1,0
3,13,Limeira,Mogi,1,Ramon,33.7,12,29,1,4,3,7,3,3,3,2,5,3,1,0,2.0,4.0,1,0
4,13,Limeira,Mogi,1,Teichmann,14.2,7,11,0,0,3,5,1,1,0,1,1,2,0,0,2.0,1.0,2,0
5,13,Limeira,Mogi,1,Matheus Dalla,13.5,3,11,1,3,0,1,0,0,1,0,1,0,1,0,3.0,0.0,0,0
6,13,Limeira,Mogi,1,Renan,14.5,3,6,0,0,0,1,3,4,0,0,0,1,1,0,2.0,2.0,1,0
7,13,Limeira,Mogi,1,Deryk,10.1,3,10,0,1,0,2,3,3,1,0,1,0,0,0,1.0,1.0,1,0
8,13,Limeira,Mogi,1,B. Fiorotto,19.1,2,12,0,0,1,6,0,0,0,1,1,2,3,0,3.0,3.0,1,0
9,13,Limeira,Mogi,1,Du Sommer,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0
10,13,Limeira,Mogi,1,Matheus P.,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0
11,13,Limeira,Mogi,1,Wagner,12.1,0,6,0,0,0,3,0,0,2,0,2,2,0,0,3.0,0.0,0,0
12,13,Limeira,Mogi,1,Equipe,0.0,83,157,10,20,15,36,23,25,21,8,29,17,11,1,28.0,25.0,10,0
0,13,Mogi,Limeira,2,Jason Smith,27.7,17,28,4,6,1,3,3,4,3,1,4,2,1,0,2.0,6.0,3,0
1,13,Mogi,Limeira,2,Ted,30.1,15,29,3,7,0,1,6,6,0,0,0,0,1,0,2.0,5.0,1,0
2,13,Mogi,Limeira,2,Sidão,17.7,13,21,0,0,4,8,5,5,4,3,7,0,0,0,5.0,4.0,1,1
3,13,Mogi,Limeira,2,Alemão,32.5,8,19,0,1,2,6,4,4,11,1,12,1,1,0,4.0,3.0,3,0
4,13,Mogi,Limeira,2,Jeff,14.7,7,11,1,1,0,1,4,6,2,2,4,0,0,0,3.0,3.0,1,0
5,13,Mogi,Limeira,2,Gustavinho,30.9,6,19,0,3,1,3,4,4,1,0,1,5,0,0,4.0,3.0,4,0
6,13,Mogi,Limeira,2,Gehrke,10.5,3,5,1,1,0,1,0,0,0,1,1,0,0,0,3.0,1.0,1,0
7,13,Mogi,Limeira,2,Jefferson,19.0,3,11,0,1,1,3,1,2,0,0,0,2,1,0,0.0,1.0,1,0
8,13,Mogi,Limeira,2,Toledo,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0
9,13,Mogi,Limeira,2,PH Macedo,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0
10,13,Mogi,Limeira,2,Filipin,11.3,0,2,0,0,0,1,0,0,0,0,0,0,0,0,2.0,0.0,0,0
11,13,Mogi,Limeira,2,Patekoski,5.9,0,3,0,1,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0,0
12,13,Mogi,Limeira,2,Equipe,0.0,72,148,9,21,9,27,27,31,24,10,34,11,7,0,25.0,26.0,15,1
0,13,Flamengo,Bauru,1,Marcelinho,33.8,16,38,4,10,2,4,0,0,3,1,4,2,1,0,3.0,3.0,1,0
1,13,Flamengo,Bauru,1,Meyinsse,30.0,15,22,0,0,5,8,5,6,6,6,12,0,1,0,2.0,3.0,1,2
