,Temporada,time,adversário,casa/fora,Jogador,Min,Pts_C,Pts_T,3_Pts_C,3_Pts_T,2_Pts_C,2_Pts_T,LL_Pts_C,LL_Pts_T,RO,RD,RT,AS,BR,TO,FC,FR,ER,EN
7,18,Sesi Franca,Flamengo,2,Jimmy,24.3,2,14,0,4,1,1,0,0,3,0,3,1,1,0,0.0,1.0,1,0
8,18,Sesi Franca,Flamengo,2,Augusto,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0
9,18,Sesi Franca,Flamengo,2,Elinho,17.4,0,16,0,4,0,2,0,0,1,1,2,1,2,0,2.0,0.0,2,0
10,18,Sesi Franca,Flamengo,2,Guilherme,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0
11,18,Sesi Franca,Flamengo,2,Márcio,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0
12,18,Sesi Franca,Flamengo,2,Equipe,0.0,62,150,6,26,16,26,12,20,24,6,30,16,7,1,24.0,23.0,19,2
0,18,Sesi Franca,Flamengo,1,Lucas Dias,36.5,18,33,1,4,6,9,3,3,4,6,10,2,1,1,2.0,2.0,0,0
1,18,Sesi Franca,Flamengo,1,Alexey,27.4,16,30,3,7,3,4,1,1,5,1,6,5,4,0,2.0,1.0,2,0
2,18,Sesi Franca,Flamengo,1,David Jackson,34.7,13,23,0,2,5,7,3,3,2,0,2,4,1,0,1.0,8.0,1,0
3,18,Sesi Franca,Flamengo,1,Hettsheimeir,18.4,8,20,0,3,3,4,2,3,7,0,7,0,0,1,2.0,5.0,1,0
4,18,Sesi Franca,Flamengo,1,Elinho,22.4,7,20,1,4,2,3,0,2,1,2,3,1,0,0,3.0,1.0,1,0
5,18,Sesi Franca,Flamengo,1,Didi,14.0,7,14,1,2,2,4,0,0,2,0,2,0,0,0,3.0,0.0,1,1
6,18,Sesi Franca,Flamengo,1,Cipolini,8.6,5,6,1,1,1,1,0,1,0,0,0,0,0,0,1.0,1.0,0,0
7,18,Sesi Franca,Flamengo,1,Jimmy,21.5,3,19,0,4,1,3,1,1,3,2,5,0,0,0,3.0,3.0,1,0
8,18,Sesi Franca,Flamengo,1,Guilherme,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0
9,18,Sesi Franca,Flamengo,1,Márcio,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0
10,18,Sesi Franca,Flamengo,1,Augusto,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0
11,18,Sesi Franca,Flamengo,1,André Goes,16.6,0,8,0,2,0,1,0,0,0,0,0,0,0,0,1.0,0.0,0,0
12,18,Sesi Franca,Flamengo,1,Equipe,0.0,77,173,7,29,23,36,10,14,30,14,44,12,6,2,18.0,21.0,8,1
0,18,Flamengo,Sesi Franca,2,Marquinhos,35.6,16,40,4,10,1,4,2,2,6,1,7,3,0,1,2.0,2.0,0,0
1,18,Flamengo,Sesi Franca,2,Varejão,28.9,13,29,0,2,5,9,3,5,6,2,8,2,0,0,2.0,7.0,1,0
2,18,Flamengo,Sesi Franca,2,Balbi,30.1,13,41,2,7,3,9,1,2,4,2,6,5,2,0,2.0,4.0,2,0
3,18,Flamengo,Sesi Franca,2,Jhonatan,17.5,9,12,2,2,1,2,1,2,1,1,2,0,0,0,4.0,1.0,1,0
4,18,Flamengo,Sesi Franca,2,Deryk,21.1,7,26,2,8,0,0,1,2,0,0,0,1,1,0,4.0,1.0,0,0
5,18,Flamengo,Sesi Franca,2,Olivinha,22.3,5,13,1,1,1,5,0,0,2,4,6,0,1,0,3.0,0.0,1,0
6,18,Flamengo,Sesi Franca,2,Davi,11.8,3,6,1,2,0,0,0,0,0,1,1,1,0,0,2.0,0.0,0,0
7,18,Flamengo,Sesi Franca,2,Nesbitt,8.1,3,16,1,4,0,2,0,0,2,1,3,0,0,0,0.0,0.0,1,0
8,18,Flamengo,Sesi Franca,2,Mineiro,17.3,2,4,0,0,0,1,2,2,2,1,3,1,0,0,1.0,3.0,1,0
9,18,Flamengo,Sesi Franca,2,Ruan,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0
10,18,Flamengo,Sesi Franca,2,Crescenzi,7.3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1.0,0.0,0,0
11,18,Flamengo,Sesi Franca,2,Matheus Weber,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0
12,18,Flamengo,Sesi Franca,2,Equipe,0.0,71,187,13,36,11,32,10,15,24,17,41,13,4,1,22.0,18.0,9,0
0,18,Sesi Franca,Flamengo,1,David Jackson,31.7,21,26,1,1,8,10,2,3,3,1,4,2,1,0,3.0,4.0,2,0
1,18,Sesi Franca,Flamengo,1,Lucas Dias,36.9,19,38,5,8,2,7,0,0,9,1,10,1,0,2,1.0,5.0,0,0
2,18,Sesi Franca,Flamengo,1,Jimmy,32.3,12,14,1,1,4,5,1,1,3,1,4,0,1,0,2.0,2.0,1,0
3,18,Sesi Franca,Flamengo,1,Alexey,19.9,10,18,2,4,2,3,0,0,0,0,0,2,1,0,2.0,3.0,0,0
4,18,Sesi Franca,Flamengo,1,Elinho,29.5,9,24,0,2,4,8,1,2,3,0,3,6,0,1,3.0,1.0,5,0
5,18,Sesi Franca,Flamengo,1,André Goes,17.3,7,25,0,4,2,4,3,5,2,0,2,1,1,0,1.0,3.0,0,0
6,18,Sesi Franca,Flamengo,1,Hettsheimeir,11.3,6,12,2,2,0,3,0,0,3,1,4,0,0,0,2.0,1.0,2,0
7,18,Sesi Franca,Flamengo,1,Didi,7.2,4,6,0,0,2,3,0,0,0,0,0,0,0,0,2.0,0.0,0,0
8,18,Sesi Franca,Flamengo,1,Augusto,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0
9,18,Sesi Franca,Flamengo,1,Adriano Big,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0
10,18,Sesi Franca,Flamengo,1,Guilherme,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0
11,18,Sesi Franca,Flamengo,1,Cipolini,13.9,0,3,0,1,0,0,0,0,3,0,3,0,0,1,2.0,0.0,0,0
12,18,Sesi Franca,Flamengo,1,Equipe,0.0,88,166,11,23,24,43,7,11,30,5,35,12,4,4,18.0,19.0,10,0
0,18,Flamengo,Sesi Franca,2,Olivinha,28.7,19,28,3,5,4,5,2,3,8,3,11,0,0,0,4.0,3.0,0,0
1,18,Flamengo,Sesi Franca,2,Balbi,34.8,18,36,4,8,2,5,2,2,2,0,2,4,3,0,2.0,3.0,1,0
2,18,Flamengo,Sesi Franca,2,Varejão,25.5,16,30,0,1,6,11,4,5,3,2,5,0,1,2,3.0,4.0,2,0
3,18,Flamengo,Sesi Franca,2,Deryk,26.3,10,31,2,7,1,4,2,2,3,0,3,2,0,0,2.0,2.0,0,0
4,18,Flamengo,Sesi Franca,2,Mineiro,17.8,7,14,0,0,3,6,1,2,1,1,2,0,1,0,2.0,2.0,1,0
5,18,Flamengo,Sesi Franca,2,Marquinhos,30.2,4,21,0,3,2,6,0,0,3,0,3,3,0,0,1.0,3.0,1,0
6,18,Flamengo,Sesi Franca,2,Davi,16.6,3,12,1,2,0,3,0,0,3,0,3,3,0,0,1.0,1.0,1,0
7,18,Flamengo,Sesi Franca,2,Nesbitt,7.5,2,5,0,1,1,1,0,0,1,0,1,0,0,0,2.0,0.0,1,0
8,18,Flamengo,Sesi Franca,2,Crescenzi,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0
9,18,Flamengo,Sesi Franca,2,Matheus Weber,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0
10,18,Flamengo,Sesi Franca,2,Jhonatan,12.6,0,8,0,2,0,1,0,0,2,2,4,0,1,0,2.0,0.0,0,0
11,18,Flamengo,Sesi Franca,2,Ruan,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0
12,18,Flamengo,Sesi Franca,2,Equipe,0.0,79,185,10,29,19,42,11,14,28,12,40,12,6,2,19.0,18.0,8,0
0,18,Flamengo,Sesi Franca,1,Olivinha,22.2,23,32,5,6,4,7,0,0,5,3,8,1,1,0,3.0,2.0,0,0
1,18,Flamengo,Sesi Franca,1,Marquinhos,29.7,14,29,2,5,3,5,2,4,5,0,5,5,2,2,1.0,3.0,1,0
2,18,Flamengo,Sesi Franca,1,Deryk,24.1,11,29,3,9,1,1,0,0,1,0,1,1,1,0,1.0,0.0,1,0
3,18,Flamengo,Sesi Franca,1,Varejão,25.2,10,21,0,1,4,8,2,2,3,2,5,4,2,1,2.0,1.0,0,0
4,18,Flamengo,Sesi Franca,1,Balbi,31.9,9,40,1,8,2,7,2,2,7,0,7,8,2,0,2.0,6.0,1,0
5,18,Flamengo,Sesi Franca,1,Jhonatan,17.2,5,11,1,3,1,1,0,0,0,0,0,1,1,0,1.0,0.0,1,0
6,18,Flamengo,Sesi Franca,1,Nesbitt,9.3,4,7,0,1,1,1,2,2,1,0,1,0,0,0,1.0,2.0,0,0
7,18,Flamengo,Sesi Franca,1,Mineiro,18.1,4,8,0,0,2,4,0,0,5,0,5,0,0,0,1.0,1.0,0,0
8,18,Flamengo,Sesi Franca,1,Davi,19.6,2,9,0,1,1,3,0,0,1,1,2,0,0,0,3.0,0.0,0,0
9,18,Flamengo,Sesi Franca,1,Crescenzi,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0
10,18,Flamengo,Sesi Franca,1,Matheus Weber,0.8,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.0,0.0,0,0
11,18,Flamengo,Sesi Franca,1,Ruan,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0
12,18,Flamengo,Sesi Franca,1,Equipe,0.0,82,186,12,34,19,37,8,10,32,10,42,20,9,3,15.0,15.0,5,0
0,18,Sesi Franca,Flamengo,2,Lucas Dias,33.4,15,41,3,7,2,9,2,2,4,0,4,0,0,0,2.0,2.0,1,0
1,18,Sesi Franca,Flamengo,2,Alexey,18.0,15,19,5,5,0,2,0,0,2,0,2,2,0,0,4.0,1.0,3,0
2,18,Sesi Franca,Flamengo,2,David Jackson,28.4,13,22,0,1,6,9,1,1,3,0,3,4,1,0,0.0,5.0,4,0
3,18,Sesi Franca,Flamengo,2,Jimmy,30.1,8,23,0,3,4,7,0,0,3,2,5,1,0,0,1.0,0.0,1,0
4,18,Sesi Franca,Flamengo,2,Didi,14.5,6,23,2,5,0,4,0,0,1,1,2,1,1,0,2.0,0.0,0,0
5,18,Sesi Franca,Flamengo,2,Elinho,28.3,5,24,1,6,1,3,0,0,5,0,5,3,0,0,1.0,1.0,0,0
6,18,Sesi Franca,Flamengo,2,André Goes,7.9,3,6,1,2,0,0,0,0,1,1,2,0,0,0,2.0,1.0,0,0
7,18,Sesi Franca,Flamengo,2,Cipolini,20.4,2,5,0,1,1,1,0,0,5,0,5,0,1,1,2.0,3.0,0,0
8,18,Sesi Franca,Flamengo,2,Hettsheimeir,18.3,1,2,0,0,0,0,1,2,3,0,3,2,0,0,1.0,2.0,1,0
9,18,Sesi Franca,Flamengo,2,Guilherme,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0
10,18,Sesi Franca,Flamengo,2,Equipe,0.0,68,165,12,30,14,35,4,5,30,6,36,13,3,1,15.0,15.0,10,0
0,18,Botafogo,Flamengo,1,Jamaal,39.6,32,53,5,11,7,8,3,4,2,0,2,2,2,0,3.0,5.0,3,0
1,18,Botafogo,Flamengo,1,Maique,17.0,13,19,0,0,4,6,5,5,4,1,5,0,1,0,3.0,5.0,1,0
2,18,Botafogo,Flamengo,1,Coelho,30.8,12,25,2,5,2,4,2,2,1,1,2,2,0,0,4.0,1.0,0,0
3,18,Botafogo,Flamengo,1,Cauê,39.6,9,23,1,4,3,5,0,1,4,1,5,7,1,0,1.0,4.0,3,0
4,18,Botafogo,Flamengo,1,Diego,30.4,7,14,1,2,1,3,2,2,4,0,4,1,1,1,3.0,2.0,1,0
5,18,Botafogo,Flamengo,1,Arthur,27.7,2,14,0,2,1,4,0,0,4,1,5,1,0,0,3.0,0.0,1,0
6,18,Botafogo,Flamengo,1,Guga,5.8,0,7,0,1,0,2,0,0,0,0,0,0,0,0,0.0,0.0,0,0
7,18,Botafogo,Flamengo,1,Fabrício,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0
8,18,Botafogo,Flamengo,1,Murilo,2.8,0,3,0,1,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0,0
9,18,Botafogo,Flamengo,1,Ansaloni,5.3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2.0,1.0,0,0
10,18,Botafogo,Flamengo,1,Mogi,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0
11,18,Botafogo,Flamengo,1,Jackson,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0
12,18,Botafogo,Flamengo,1,Equipe,0.0,75,158,9,26,18,32,12,14,20,6,26,13,5,1,21.0,18.0,11,0
0,18,Flamengo,Botafogo,2,Marquinhos,34.4,23,37,4,6,4,8,3,3,2,2,4,5,5,0,1.0,2.0,2,0
1,18,Flamengo,Botafogo,2,Davi,24.5,12,19,2,3,3,5,0,0,3,1,4,1,0,0,1.0,1.0,2,0
2,18,Flamengo,Botafogo,2,Varejão,19.5,11,18,0,1,5,6,1,3,1,2,3,4,1,0,4.0,6.0,2,0
3,18,Flamengo,Botafogo,2,Olivinha,15.5,10,16,0,2,3,3,4,4,3,0,3,2,0,0,2.0,2.0,0,0
4,18,Flamengo,Botafogo,2,Nesbitt,20.5,10,23,1,4,2,4,3,3,2,3,5,0,0,0,0.0,4.0,1,0
5,18,Flamengo,Botafogo,2,Balbi,32.3,8,21,2,5,1,3,0,0,5,0,5,5,1,0,3.0,2.0,1,0
6,18,Flamengo,Botafogo,2,Deryk,14.8,7,21,1,5,1,2,2,2,0,0,0,2,1,0,0.0,1.0,1,0
7,18,Flamengo,Botafogo,2,Mineiro,23.0,6,13,0,1,3,5,0,0,3,0,3,1,0,2,2.0,3.0,1,0
8,18,Flamengo,Botafogo,2,Jhonatan,13.8,3,6,1,2,0,0,0,0,3,1,4,1,0,0,5.0,0.0,0,0
9,18,Flamengo,Botafogo,2,Ruan,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0
10,18,Flamengo,Botafogo,2,Crescenzi,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0
11,18,Flamengo,Botafogo,2,Matheus Weber,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0
12,18,Flamengo,Botafogo,2,Equipe,0.0,90,174,11,29,22,36,13,15,25,12,37,21,8,2,18.0,21.0,10,0
0,18,Flamengo,Botafogo,1,Marquinhos,28.8,17,41,1,6,3,5,8,13,2,1,3,6,0,0,5.0,9.0,4,0
1,18,Flamengo,Botafogo,1,Nesbitt,19.7,10,17,0,1,3,4,4,6,1,2,3,2,1,0,1.0,3.0,0,0
2,18,Flamengo,Botafogo,1,Balbi,34.7,10,26,2,6,1,3,2,2,3,0,3,5,1,0,3.0,3.0,2,0
3,18,Flamengo,Botafogo,1,Deryk,25.5,9,18,1,4,1,1,4,4,0,0,0,1,0,0,2.0,5.0,2,0
4,18,Flamengo,Botafogo,1,Varejão,20.8,9,17,1,1,2,6,2,2,1,3,4,0,0,0,1.0,2.0,0,0
5,18,Flamengo,Botafogo,1,Mineiro,21.8,8,18,0,1,3,5,2,5,5,3,8,1,0,1,2.0,3.0,0,1
6,18,Flamengo,Botafogo,1,Olivinha,17.0,6,15,1,3,1,1,1,4,6,0,6,2,0,0,2.0,2.0,2,0
7,18,Flamengo,Botafogo,1,Davi,16.3,5,9,1,1,0,2,2,2,1,0,1,1,1,0,3.0,1.0,0,0
8,18,Flamengo,Botafogo,1,Jhonatan,15.4,3,6,0,0,1,2,1,2,0,1,1,0,0,0,3.0,1.0,1,0
9,18,Flamengo,Botafogo,1,Crescenzi,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0
10,18,Flamengo,Botafogo,1,Matheus Weber,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0
11,18,Flamengo,Botafogo,1,Ruan,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0
12,18,Flamengo,Botafogo,1,Equipe,0.0,77,167,7,23,15,29,26,40,23,12,35,18,3,1,22.0,29.0,11,1
0,18,Botafogo,Flamengo,2,Cauê,36.8,21,41,2,5,4,9,7,8,6,0,6,5,1,0,3.0,5.0,1,1
1,18,Botafogo,Flamengo,2,Jamaal,32.9,17,37,2,6,2,6,7,7,2,2,4,3,2,0,4.0,7.0,0,0
2,18,Botafogo,Flamengo,2,Arthur,35.1,11,18,1,2,4,6,0,0,1,0,1,2,0,0,4.0,2.0,0,0
3,18,Botafogo,Flamengo,2,Diego,21.2,9,18,2,2,1,5,1,2,7,2,9,0,2,0,4.0,2.0,1,0
4,18,Botafogo,Flamengo,2,Coelho,30.6,9,26,1,6,1,2,4,4,0,0,0,1,1,0,4.0,4.0,1,0
5,18,Botafogo,Flamengo,2,Murilo,13.4,5,16,1,2,1,5,0,0,0,2,2,0,0,0,2.0,0.0,0,0
6,18,Botafogo,Flamengo,2,Ansaloni,9.2,5,9,1,1,1,3,0,0,3,0,3,0,0,0,2.0,1.0,2,0
7,18,Botafogo,Flamengo,2,Guga,5.2,2,2,0,0,1,1,0,0,0,0,0,0,0,0,1.0,0.0,0,0
8,18,Botafogo,Flamengo,2,Maique,8.1,2,4,0,0,1,2,0,0,1,2,3,2,0,1,4.0,0.0,0,0
9,18,Botafogo,Flamengo,2,Fabrício,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0
10,18,Botafogo,Flamengo,2,Mogi,6.6,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1.0,0.0,0,0
11,18,Botafogo,Flamengo,2,Jackson,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0
12,18,Botafogo,Flamengo,2,Equipe,0.0,81,171,10,24,16,39,19,21,24,10,34,14,6,1,29.0,21.0,9,1
0,18,Sesi Franca,Mogi,1,Lucas Dias,25.4,24,36,1,4,7,8,7,8,0,0,0,2,0,1,4.0,6.0,1,2
1,18,Sesi Franca,Mogi,1,David Jackson,32.1,14,18,2,2,2,4,4,4,3,1,4,4,0,0,2.0,7.0,0,0
2,18,Sesi Franca,Mogi,1,Jimmy,20.6,14,22,3,4,2,4,1,2,1,0,1,1,0,0,3.0,1.0,0,0
3,18,Sesi Franca,Mogi,1,Hettsheimeir,18.2,13,29,3,6,1,4,2,3,6,1,7,1,1,0,4.0,4.0,2,0
4,18,Sesi Franca,Mogi,1,André Goes,14.8,11,20,3,6,1,1,0,0,1,0,1,0,2,0,2.0,0.0,1,0
5,18,Sesi Franca,Mogi,1,Alexey,20.3,11,11,2,2,2,2,1,1,3,3,6,4,0,0,0.0,3.0,3,0
6,18,Sesi Franca,Mogi,1,Cipolini,21.1,9,16,1,2,3,5,0,0,1,1,2,1,1,0,3.0,0.0,0,3
7,18,Sesi Franca,Mogi,1,Elinho,23.6,6,8,2,2,0,1,0,0,3,1,4,9,0,0,2.0,0.0,2,0
8,18,Sesi Franca,Mogi,1,Didi,22.1,5,13,1,3,1,2,0,0,0,1,1,0,0,0,2.0,0.0,2,0
9,18,Sesi Franca,Mogi,1,Guilherme,0.6,1,4,0,0,0,1,1,2,0,0,0,0,0,0,0.0,1.0,0,0
10,18,Sesi Franca,Mogi,1,Márcio,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0
11,18,Sesi Franca,Mogi,1,Adriano Big,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0
12,18,Sesi Franca,Mogi,1,Equipe,0.0,108,177,18,31,19,32,16,20,22,8,30,22,4,1,22.0,22.0,11,5
0,18,Mogi,Sesi Franca,2,Deodato,36.6,26,38,7,10,1,2,3,4,7,2,9,2,0,0,2.0,2.0,2,0
1,18,Mogi,Sesi Franca,2,Shamell,35.6,22,46,1,6,7,10,5,8,2,3,5,6,3,0,3.0,9.0,1,0
2,18,Mogi,Sesi Franca,2,JP Batista,35.4,22,31,0,0,6,10,10,11,4,7,11,4,1,0,5.0,5.0,4,0
3,18,Mogi,Sesi Franca,2,Gruber,25.7,13,26,3,6,1,3,2,2,2,0,2,1,0,0,4.0,3.0,0,0
4,18,Mogi,Sesi Franca,2,João Pedro,13.2,6,10,0,0,3,5,0,0,1,2,3,0,0,0,1.0,1.0,0,1
5,18,Mogi,Sesi Franca,2,Pecos,32.3,5,28,1,6,1,5,0,0,3,0,3,0,0,0,4.0,1.0,1,0
