,Temporada,time,adversário,casa/fora,Jogador,Min,Pts_C,Pts_T,3_Pts_C,3_Pts_T,2_Pts_C,2_Pts_T,LL_Pts_C,LL_Pts_T,RO,RD,RT,AS,BR,TO,FC,FR,ER,EN
2,17,Paulistano,Mogi,2,Guilherme,15.9,13,21,2,3,3,5,1,2,2,5,7,0,0,0,4.0,2.0,3,0
3,17,Paulistano,Mogi,2,Deryk,17.9,9,21,1,5,3,3,0,0,0,1,1,5,0,0,2.0,0.0,0,0
4,17,Paulistano,Mogi,2,Elinho,24.3,6,20,2,6,0,1,0,0,0,0,0,3,0,0,2.0,1.0,3,0
5,17,Paulistano,Mogi,2,Nesbitt,23.7,5,18,0,4,1,1,3,4,0,3,3,2,1,1,3.0,4.0,1,0
6,17,Paulistano,Mogi,2,Vitão,4.4,3,3,1,1,0,0,0,0,0,0,0,0,0,0,4.0,0.0,0,0
7,17,Paulistano,Mogi,2,Eddy,11.8,3,3,1,1,0,0,0,0,0,4,4,0,0,0,1.0,1.0,1,0
8,17,Paulistano,Mogi,2,Fuller,21.2,2,20,0,4,1,4,0,0,0,2,2,1,1,0,3.0,2.0,1,0
9,17,Paulistano,Mogi,2,Dikembe,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0
10,17,Paulistano,Mogi,2,Alex,2.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,0.0,1,0
11,17,Paulistano,Mogi,2,Jhonatan,18.0,0,3,0,1,0,0,0,0,1,6,7,0,1,0,3.0,1.0,0,0
12,17,Paulistano,Mogi,2,Equipe,0.0,82,172,11,32,19,31,11,14,10,27,37,13,6,3,28.0,22.0,13,0
0,17,Paulistano,Mogi,1,Guilherme,23.6,14,22,3,4,1,3,3,4,3,3,6,1,2,0,1.0,2.0,1,1
1,17,Paulistano,Mogi,1,Yago,24.9,13,22,3,4,1,4,2,2,0,4,4,4,1,0,0.0,2.0,1,0
2,17,Paulistano,Mogi,1,Elinho,28.7,11,25,3,5,1,5,0,0,0,2,2,4,1,0,0.0,2.0,4,0
3,17,Paulistano,Mogi,1,Lucas Dias,25.8,10,32,1,4,1,7,5,6,2,7,9,1,1,2,4.0,5.0,2,1
4,17,Paulistano,Mogi,1,Deryk,25.4,10,28,1,5,3,5,1,3,1,1,2,2,1,0,2.0,5.0,2,0
5,17,Paulistano,Mogi,1,Eddy,15.7,9,14,3,4,0,1,0,0,0,2,2,1,0,0,4.0,0.0,1,0
6,17,Paulistano,Mogi,1,Jhonatan,18.6,8,17,1,3,1,2,3,4,2,4,6,1,0,0,2.0,2.0,0,0
7,17,Paulistano,Mogi,1,Nesbitt,23.8,8,10,0,0,1,2,6,6,2,3,5,1,1,0,4.0,6.0,1,1
8,17,Paulistano,Mogi,1,Fuller,7.1,3,8,0,0,0,2,3,4,0,0,0,1,0,0,0.0,1.0,0,0
9,17,Paulistano,Mogi,1,Vitão,5.5,2,2,0,0,1,1,0,0,2,0,2,1,0,0,2.0,0.0,0,0
10,17,Paulistano,Mogi,1,Dikembe,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0
11,17,Paulistano,Mogi,1,Alex,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0
12,17,Paulistano,Mogi,1,Equipe,0.0,88,180,15,29,10,32,23,29,14,26,40,17,7,2,20.0,25.0,12,3
0,17,Mogi,Paulistano,2,Tyrone,31.6,20,37,2,5,7,10,0,2,2,5,7,1,0,0,3.0,6.0,2,0
1,17,Mogi,Paulistano,2,Shamell,35.5,19,35,4,6,2,6,3,5,1,3,4,1,0,1,4.0,5.0,0,0
2,17,Mogi,Paulistano,2,Larry,32.3,10,34,2,8,2,5,0,0,1,4,5,8,2,0,4.0,0.0,3,0
3,17,Mogi,Paulistano,2,C. Torres,19.5,9,16,0,0,2,5,5,6,2,4,6,2,1,0,2.0,4.0,0,0
4,17,Mogi,Paulistano,2,Filipin,13.5,8,14,2,4,1,1,0,0,1,0,1,0,0,0,2.0,0.0,1,0
5,17,Mogi,Paulistano,2,Vithinho,15.6,6,13,0,1,3,5,0,0,1,1,2,1,0,0,0.0,2.0,2,0
6,17,Mogi,Paulistano,2,Vieira,10.2,4,12,0,2,2,3,0,0,0,1,1,0,3,0,1.0,0.0,1,0
7,17,Mogi,Paulistano,2,Jimmy,18.2,4,8,0,0,2,4,0,0,0,1,1,2,1,0,5.0,1.0,0,1
8,17,Mogi,Paulistano,2,José Carlos,2.7,2,5,0,0,1,2,0,1,1,1,2,0,0,0,1.0,1.0,0,0
9,17,Mogi,Paulistano,2,Fabricio,21.1,2,8,0,2,1,1,0,0,1,1,2,2,1,0,4.0,0.0,1,0
10,17,Mogi,Paulistano,2,Wesley,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0
11,17,Mogi,Paulistano,2,Lessa,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0
12,17,Mogi,Paulistano,2,Equipe,0.0,84,182,10,28,23,42,8,14,12,25,37,17,8,1,26.0,19.0,11,1
0,17,Paulistano,Mogi,1,Guilherme,22.9,18,37,5,11,1,1,1,2,1,9,10,0,0,0,1.0,2.0,1,0
1,17,Paulistano,Mogi,1,Deryk,16.1,12,23,2,5,2,3,2,2,0,3,3,2,0,0,2.0,1.0,3,0
2,17,Paulistano,Mogi,1,Eddy,14.5,9,13,1,2,2,2,2,3,0,1,1,1,0,0,1.0,2.0,1,0
3,17,Paulistano,Mogi,1,Fuller,25.8,6,19,2,5,0,2,0,0,1,1,2,0,0,0,1.0,2.0,1,0
4,17,Paulistano,Mogi,1,Jhonatan,25.0,5,12,1,2,1,3,0,0,4,2,6,1,0,1,1.0,2.0,0,1
5,17,Paulistano,Mogi,1,Elinho,19.2,5,15,1,3,1,3,0,0,2,1,3,5,1,0,2.0,1.0,2,0
6,17,Paulistano,Mogi,1,Yago,17.4,4,16,0,2,1,4,2,2,0,4,4,6,0,0,0.0,4.0,1,0
7,17,Paulistano,Mogi,1,Nesbitt,17.3,4,8,0,0,1,3,2,2,1,1,2,1,1,0,4.0,1.0,0,0
8,17,Paulistano,Mogi,1,Dikembe,1.9,3,6,0,0,1,2,1,2,1,1,2,0,0,0,0.0,1.0,1,1
9,17,Paulistano,Mogi,1,Vitão,12.6,2,7,0,1,0,1,2,2,1,1,2,0,0,0,1.0,2.0,0,0
10,17,Paulistano,Mogi,1,Lucas Dias,22.8,2,20,0,4,1,4,0,0,2,2,4,1,1,1,1.0,2.0,2,0
11,17,Paulistano,Mogi,1,Alex,4.4,0,5,0,1,0,1,0,0,0,0,0,0,1,0,0.0,0.0,0,0
12,17,Paulistano,Mogi,1,Equipe,0.0,70,181,12,36,11,29,12,15,13,28,41,17,4,2,14.0,20.0,12,2
0,17,Mogi,Paulistano,2,Tyrone,32.8,18,32,3,7,4,5,1,1,1,5,6,6,3,1,3.0,1.0,2,0
1,17,Mogi,Paulistano,2,Jimmy,30.9,18,23,2,3,5,6,2,2,1,1,2,0,3,0,1.0,2.0,1,0
2,17,Mogi,Paulistano,2,Larry,29.7,12,32,1,5,4,8,1,1,2,7,9,1,2,0,1.0,2.0,0,0
3,17,Mogi,Paulistano,2,C. Torres,21.0,10,19,2,3,1,4,2,2,1,4,5,2,0,0,3.0,2.0,3,0
4,17,Mogi,Paulistano,2,Shamell,31.5,9,32,1,6,3,7,0,0,1,4,5,5,0,0,2.0,2.0,2,0
5,17,Mogi,Paulistano,2,Vithinho,14.9,9,18,1,2,2,5,2,2,1,1,2,0,1,0,3.0,3.0,0,0
6,17,Mogi,Paulistano,2,Filipin,13.4,5,11,1,3,1,1,0,0,0,1,1,3,0,0,2.0,0.0,0,0
7,17,Mogi,Paulistano,2,Fabricio,20.6,3,12,1,4,0,0,0,0,0,3,3,1,0,0,4.0,2.0,0,0
8,17,Mogi,Paulistano,2,Vieira,4.1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1.0,0.0,0,0
9,17,Mogi,Paulistano,2,José Carlos,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0
10,17,Mogi,Paulistano,2,Wesley,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0
11,17,Mogi,Paulistano,2,Lessa,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0
12,17,Mogi,Paulistano,2,Equipe,0.0,84,179,12,33,20,36,8,8,9,29,38,18,9,1,20.0,14.0,9,0
0,17,Mogi,Paulistano,1,Tyrone,35.0,24,35,3,6,2,3,11,11,1,2,3,1,0,1,3.0,6.0,2,1
1,17,Mogi,Paulistano,1,Larry,36.5,14,40,2,6,4,11,0,0,3,5,8,3,0,0,2.0,2.0,1,0
2,17,Mogi,Paulistano,1,Shamell,35.2,13,29,2,4,3,7,1,3,1,3,4,0,3,0,3.0,5.0,1,0
3,17,Mogi,Paulistano,1,C. Torres,13.5,11,15,0,1,3,3,5,6,2,3,5,0,0,0,1.0,3.0,2,0
4,17,Mogi,Paulistano,1,Jimmy,34.0,10,27,0,2,5,9,0,3,5,3,8,2,2,1,4.0,3.0,5,0
5,17,Mogi,Paulistano,1,Fabricio,25.2,3,12,1,4,0,0,0,0,1,0,1,3,1,0,4.0,1.0,0,0
6,17,Mogi,Paulistano,1,Lessa,4.4,3,3,1,1,0,0,0,0,0,0,0,0,0,0,3.0,0.0,0,0
7,17,Mogi,Paulistano,1,Filipin,6.4,3,3,0,0,0,0,3,3,1,0,1,0,0,0,2.0,1.0,1,0
8,17,Mogi,Paulistano,1,Vithinho,3.5,1,5,0,1,0,0,1,2,0,0,0,0,0,0,0.0,1.0,0,0
9,17,Mogi,Paulistano,1,José Carlos,1.9,0,2,0,0,0,1,0,0,1,0,1,0,0,0,0.0,0.0,0,0
10,17,Mogi,Paulistano,1,Wesley,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0
11,17,Mogi,Paulistano,1,Vieira,1.6,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0.0,0.0,0,0
12,17,Mogi,Paulistano,1,Equipe,0.0,82,175,9,25,17,36,21,28,16,19,35,9,6,2,23.0,22.0,12,1
0,17,Paulistano,Mogi,2,Deryk,19.0,23,40,4,9,4,5,3,3,0,1,1,3,1,0,2.0,2.0,0,0
1,17,Paulistano,Mogi,2,Fuller,25.9,20,23,4,5,3,3,2,2,0,2,2,2,1,0,1.0,2.0,1,0
2,17,Paulistano,Mogi,2,Lucas Dias,34.3,15,25,1,2,5,8,2,3,2,4,6,1,2,2,3.0,3.0,3,0
3,17,Paulistano,Mogi,2,Jhonatan,16.5,10,10,2,2,1,1,2,2,0,0,0,0,0,0,1.0,4.0,1,0
4,17,Paulistano,Mogi,2,Elinho,33.1,10,22,3,6,0,1,1,2,0,7,7,8,2,0,4.0,4.0,2,0
5,17,Paulistano,Mogi,2,Eddy,17.6,7,26,1,6,2,4,0,0,1,0,1,2,1,0,2.0,1.0,0,0
6,17,Paulistano,Mogi,2,Nesbitt,27.7,6,12,0,0,2,5,2,2,2,3,5,1,0,1,3.0,3.0,1,0
7,17,Paulistano,Mogi,2,Vitão,6.6,5,7,1,1,1,2,0,0,0,2,2,0,0,0,0.0,0.0,0,0
8,17,Paulistano,Mogi,2,Guilherme,10.8,2,7,0,1,1,2,0,0,0,2,2,1,0,0,4.0,2.0,0,0
9,17,Paulistano,Mogi,2,Yago,6.7,1,2,0,0,0,0,1,2,0,1,1,2,0,0,2.0,1.0,1,0
10,17,Paulistano,Mogi,2,Dikembe,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0
11,17,Paulistano,Mogi,2,Alex,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0
12,17,Paulistano,Mogi,2,Equipe,0.0,99,174,16,32,19,31,13,16,9,22,31,20,7,3,22.0,22.0,11,0
0,17,Paulistano,Bauru,1,Lucas Dias,31.9,21,34,2,5,6,8,3,3,3,2,5,3,0,2,3.0,4.0,2,2
1,17,Paulistano,Bauru,1,Deryk,28.8,17,41,2,9,3,3,5,8,0,0,0,3,2,0,3.0,8.0,2,0
2,17,Paulistano,Bauru,1,Jhonatan,26.3,15,20,4,4,0,2,3,4,3,3,6,0,1,0,3.0,4.0,0,0
3,17,Paulistano,Bauru,1,Elinho,28.1,8,21,2,5,1,3,0,0,2,4,6,4,0,0,3.0,0.0,3,0
4,17,Paulistano,Bauru,1,Yago,11.3,7,12,1,2,2,3,0,0,0,0,0,3,0,0,1.0,0.0,1,0
5,17,Paulistano,Bauru,1,Fuller,22.7,5,21,1,5,0,2,2,2,0,2,2,3,0,0,4.0,1.0,0,0
6,17,Paulistano,Bauru,1,Nesbitt,24.7,4,22,0,2,1,7,2,2,2,8,10,2,2,1,3.0,2.0,1,0
7,17,Paulistano,Bauru,1,Guilherme,19.0,2,10,0,2,1,2,0,0,1,2,3,2,1,1,0.0,1.0,1,0
8,17,Paulistano,Bauru,1,Eddy,2.9,1,6,0,1,0,0,1,3,0,0,0,0,0,0,1.0,1.0,0,0
9,17,Paulistano,Bauru,1,Alex,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0
10,17,Paulistano,Bauru,1,Vitão,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0
11,17,Paulistano,Bauru,1,Du Sommer,4.3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.0,0.0,0,0
12,17,Paulistano,Bauru,1,Equipe,0.0,80,187,12,35,14,30,16,22,13,27,40,20,6,4,21.0,21.0,11,2
0,17,Bauru,Paulistano,2,Anthony,34.7,18,37,1,4,3,8,9,9,0,2,2,6,0,0,3.0,8.0,3,0
1,17,Bauru,Paulistano,2,Duda,20.2,16,32,4,8,1,3,2,2,0,2,2,1,1,0,1.0,1.0,2,0
2,17,Bauru,Paulistano,2,Renan,17.1,12,17,2,3,2,3,2,2,0,2,2,0,0,0,4.0,1.0,0,0
3,17,Bauru,Paulistano,2,Matulionis,26.4,8,13,2,3,1,2,0,0,0,1,1,1,2,0,4.0,2.0,1,1
4,17,Bauru,Paulistano,2,Hettsheimeir,38.5,7,25,0,3,2,6,3,4,1,12,13,2,1,0,3.0,4.0,1,0
5,17,Bauru,Paulistano,2,Gabriel Jaú,25.0,7,15,1,3,2,2,0,2,1,4,5,2,0,0,4.0,1.0,1,0
6,17,Bauru,Paulistano,2,Isaac,22.9,5,14,0,2,2,3,1,2,1,2,3,0,0,0,2.0,2.0,0,0
7,17,Bauru,Paulistano,2,Shilton,6.8,2,4,0,0,0,1,2,2,0,0,0,0,0,0,1.0,1.0,0,0
8,17,Bauru,Paulistano,2,Stefano,8.6,2,6,0,0,1,3,0,0,0,0,0,2,1,0,0.0,0.0,0,0
9,17,Bauru,Paulistano,2,Pará,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0
10,17,Bauru,Paulistano,2,João Marcos,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0
11,17,Bauru,Paulistano,2,Equipe,0.0,77,163,10,26,14,31,19,23,6,27,33,14,5,1,22.0,20.0,9,1
0,17,Mogi,Flamengo,1,Shamell,36.6,40,59,6,9,7,12,8,8,1,1,2,1,1,0,2.0,7.0,0,0
1,17,Mogi,Flamengo,1,Jimmy,32.6,12,18,1,2,4,5,1,2,0,4,4,5,1,0,2.0,1.0,1,2
2,17,Mogi,Flamengo,1,Larry,35.4,12,26,1,1,4,11,1,1,2,6,8,6,4,0,2.0,1.0,1,0
3,17,Mogi,Flamengo,1,Fabricio,21.7,11,21,3,5,0,2,2,2,1,2,3,3,0,0,4.0,3.0,0,0
4,17,Mogi,Flamengo,1,C. Torres,20.0,5,10,1,2,1,2,0,0,2,4,6,1,0,0,5.0,1.0,2,0
5,17,Mogi,Flamengo,1,Tyrone,27.7,4,17,0,3,1,2,2,4,0,5,5,6,0,0,3.0,4.0,2,0
6,17,Mogi,Flamengo,1,Filipin,10.4,3,9,1,3,0,0,0,0,0,1,1,0,1,0,4.0,1.0,2,0
7,17,Mogi,Flamengo,1,Wesley,7.7,2,2,0,0,1,1,0,0,0,2,2,0,0,0,2.0,0.0,0,0
8,17,Mogi,Flamengo,1,Vieira,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0
9,17,Mogi,Flamengo,1,Vithinho,8.1,0,8,0,2,0,1,0,0,0,0,0,0,0,0,0.0,0.0,1,0
10,17,Mogi,Flamengo,1,José Carlos,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0
11,17,Mogi,Flamengo,1,Lessa,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0
12,17,Mogi,Flamengo,1,Equipe,0.0,89,170,13,27,18,36,14,17,8,29,37,22,7,0,24.0,18.0,10,2
0,17,Flamengo,Mogi,2,Varejão,29.7,25,44,0,1,11,17,3,7,4,4,8,0,1,0,3.0,9.0,1,0
1,17,Flamengo,Mogi,2,Marcelinho,21.7,12,30,1,7,2,2,5,5,0,5,5,2,1,0,1.0,5.0,1,0
2,17,Flamengo,Mogi,2,Cubillan,35.4,11,25,3,7,1,2,0,0,2,2,4,6,0,0,4.0,1.0,4,0
3,17,Flamengo,Mogi,2,Marquinhos,29.6,10,29,1,5,2,5,3,4,0,2,2,1,0,0,1.0,4.0,3,1
4,17,Flamengo,Mogi,2,Ramon,27.6,9,27,3,7,0,3,0,0,3,1,4,1,0,0,4.0,0.0,1,0
5,17,Flamengo,Mogi,2,JP Batista,10.0,3,6,0,0,1,2,1,2,1,1,2,0,0,0,1.0,1.0,2,0
6,17,Flamengo,Mogi,2,Olivinha,25.7,2,7,0,1,0,1,2,2,1,4,5,0,1,0,1.0,3.0,1,0
7,17,Flamengo,Mogi,2,Mogi,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0
8,17,Flamengo,Mogi,2,Pecos,13.5,0,9,0,3,0,0,0,0,0,0,0,2,0,0,2.0,1.0,0,0
9,17,Flamengo,Mogi,2,João Vitor,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0
10,17,Flamengo,Mogi,2,Rhett,6.8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0,0.0,0,0
11,17,Flamengo,Mogi,2,Pilar,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0
12,17,Flamengo,Mogi,2,Equipe,0.0,72,177,8,31,17,32,14,20,11,24,35,13,3,0,18.0,24.0,13,1
0,17,Bauru,Paulistano,1,Isaac,34.2,22,33,2,5,5,6,6,6,0,3,3,1,0,0,2.0,3.0,0,0
1,17,Bauru,Paulistano,1,Hettsheimeir,38.7,20,38,1,4,4,7,9,12,1,11,12,0,0,0,2.0,12.0,0,0
2,17,Bauru,Paulistano,1,Anthony,23.3,12,22,1,2,3,6,3,4,2,1,3,3,0,0,5.0,2.0,1,0
3,17,Bauru,Paulistano,1,Gabriel Jaú,31.3,8,23,2,7,0,0,2,2,4,8,12,4,2,0,4.0,2.0,2,0
4,17,Bauru,Paulistano,1,Stefano,21.7,7,16,0,2,3,4,1,2,1,1,2,3,0,0,2.0,1.0,3,0
5,17,Bauru,Paulistano,1,Renan,18.6,7,17,1,3,1,2,2,4,1,4,5,0,0,2,5.0,2.0,0,0
6,17,Bauru,Paulistano,1,Matulionis,19.2,4,19,0,5,1,1,2,2,2,3,5,3,1,0,2.0,2.0,3,0
7,17,Bauru,Paulistano,1,Shilton,12.8,2,10,0,0,1,4,0,2,1,5,6,0,0,0,2.0,2.0,1,0
8,17,Bauru,Paulistano,1,João Marcos,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0
9,17,Bauru,Paulistano,1,André,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0
10,17,Bauru,Paulistano,1,Pará,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0
11,17,Bauru,Paulistano,1,Equipe,0.0,82,178,7,28,18,30,25,34,14,37,51,14,3,2,24.0,26.0,11,0
0,17,Paulistano,Bauru,2,Yago,20.6,22,49,3,10,5,7,3,5,0,1,1,1,2,0,4.0,4.0,0,0
1,17,Paulistano,Bauru,2,Deryk,26.6,16,54,3,11,1,7,5,7,1,1,2,3,1,0,0.0,3.0,1,0
2,17,Paulistano,Bauru,2,Lucas Dias,17.0,9,18,1,2,2,4,2,4,1,1,2,0,1,0,2.0,3.0,0,0
3,17,Paulistano,Bauru,2,Jhonatan,22.6,9,22,2,6,0,0,3,4,1,3,4,1,0,0,4.0,4.0,1,0
4,17,Paulistano,Bauru,2,Nesbitt,24.7,4,10,0,2,1,1,2,2,3,5,8,2,0,2,5.0,4.0,1,0
5,17,Paulistano,Bauru,2,Du Sommer,18.1,4,6,0,0,2,3,0,0,1,2,3,0,0,0,3.0,1.0,1,0
6,17,Paulistano,Bauru,2,Guilherme,19.9,4,16,1,4,0,1,1,2,4,6,10,2,0,0,4.0,1.0,0,0
7,17,Paulistano,Bauru,2,Elinho,21.5,3,12,1,2,0,3,0,0,0,1,1,2,2,0,0.0,1.0,1,0
8,17,Paulistano,Bauru,2,Eddy,12.7,2,2,0,0,1,1,0,0,1,1,2,0,0,0,0.0,0.0,0,0
9,17,Paulistano,Bauru,2,Fuller,12.4,2,18,0,4,0,1,2,4,2,0,2,1,0,0,0.0,2.0,0,0
10,17,Paulistano,Bauru,2,Alex,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0,0
11,17,Paulistano,Bauru,2,Vitão,3.7,0,0,0,0,0,0,0,0,1,2,3,0,0,0,3.0,1.0,1,0
12,17,Paulistano,Bauru,2,Equipe,0.0,75,207,11,41,12,28,18,28,16,23,39,12,6,2,26.0,24.0,6,0
0,17,Paulistano,Bauru,1,Yago,19.8,17,22,2,3,3,4,5,5,0,1,1,5,0,0,2.0,3.0,0,0
1,17,Paulistano,Bauru,1,Jhonatan,21.4,16,19,4,5,1,1,2,2,1,5,6,1,1,0,2.0,3.0,0,0
2,17,Paulistano,Bauru,1,Fuller,21.7,13,25,2,4,1,4,5,5,0,3,3,0,1,0,0.0,3.0,1,0
3,17,Paulistano,Bauru,1,Nesbitt,21.1,9,15,2,4,1,1,1,1,0,4,4,0,0,0,0.0,2.0,0,0
4,17,Paulistano,Bauru,1,Eddy,14.1,9,17,2,4,1,2,1,1,0,2,2,0,0,0,0.0,0.0,0,0
5,17,Paulistano,Bauru,1,Deryk,16.6,8,24,2,6,1,3,0,0,0,0,0,4,1,0,0.0,0.0,0,0
6,17,Paulistano,Bauru,1,Elinho,21.8,7,21,1,5,2,3,0,0,0,1,1,8,0,0,1.0,1.0,1,0
7,17,Paulistano,Bauru,1,Vitão,7.0,5,10,1,2,1,2,0,0,0,1,1,0,0,0,1.0,0.0,0,0
8,17,Paulistano,Bauru,1,Guilherme,16.1,4,13,0,1,2,5,0,0,3,3,6,0,0,0,2.0,2.0,0,1
9,17,Paulistano,Bauru,1,Lucas Dias,19.3,3,14,1,4,0,1,0,0,2,3,5,4,1,0,4.0,1.0,0,0
10,17,Paulistano,Bauru,1,Du Sommer,15.2,2,4,0,0,1,2,0,0,0,1,1,1,0,0,4.0,1.0,0,0
11,17,Paulistano,Bauru,1,Alex,5.9,2,5,0,1,1,1,0,0,0,0,0,0,0,0,2.0,0.0,0,0
12,17,Paulistano,Bauru,1,Equipe,0.0,95,189,17,39,15,29,14,14,8,25,33,23,4,0,18.0,16.0,2,1
0,17,Bauru,Paulistano,2,Anthony,33.0,22,34,2,4,6,9,4,4,0,3,3,3,0,0,3.0,4.0,1,0
1,17,Bauru,Paulistano,2,Hettsheimeir,31.3,15,25,1,2,4,7,4,5,1,4,5,4,0,0,1.0,6.0,2,0
2,17,Bauru,Paulistano,2,Matulionis,25.6,7,21,1,5,2,3,0,0,0,1,1,3,2,0,2.0,1.0,2,0
3,17,Bauru,Paulistano,2,Stefano,13.8,6,6,2,2,0,0,0,0,2,0,2,2,0,0,1.0,0.0,0,0
4,17,Bauru,Paulistano,2,Shilton,33.1,5,12,0,0,2,5,1,2,2,7,9,1,0,0,4.0,3.0,1,1
5,17,Bauru,Paulistano,2,Isaac,29.1,4,19,1,5,0,1,1,2,0,4,4,2,0,0,2.0,3.0,0,0
6,17,Bauru,Paulistano,2,Gabriel Jaú,19.7,3,13,1,3,0,2,0,0,1,1,2,1,0,1,3.0,0.0,2,0
7,17,Bauru,Paulistano,2,João Marcos,1.4,2,2,0,0,1,1,0,0,0,0,0,0,0,0,1.0,0.0,0,0
8,17,Bauru,Paulistano,2,Pará,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0
9,17,Bauru,Paulistano,2,Duda,10.7,0,16,0,4,0,2,0,0,0,1,1,1,0,0,1.0,0.0,2,0
10,17,Bauru,Paulistano,2,Equipe,0.0,64,148,8,25,15,30,10,13,7,27,34,17,2,1,19.0,17.0,11,1
0,17,Flamengo,Mogi,1,Olivinha,26.7,20,36,1,3,6,10,5,7,8,5,13,0,1,0,1.0,4.0,2,0
1,17,Flamengo,Mogi,1,Marquinhos,32.4,17,39,3,8,2,5,4,5,0,3,3,8,0,0,3.0,4.0,2,0
